"No.","Time","Source","Destination","Protocol","Length","Info"
"816","110.100325","10.1.18.23","192.30.253.125","TCP","66","49664  >  443 [ACK] Seq=36 Ack=63 Win=4095 Len=0 TSval=850408568 TSecr=2008939448"
"817","110.100965","10.1.18.23","192.30.253.125","TLSv1.2","101","Application Data"
"818","110.178430","192.30.253.125","10.1.18.23","TCP","66","443  >  49664 [ACK] Seq=63 Ack=71 Win=31 Len=0 TSval=2008939486 TSecr=850408568"
"819","110.606195","10.1.18.23","192.30.255.112","TLSv1.2","1271","Application Data"
"820","110.629487","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=34034 Ack=6958 Win=45056 Len=0 TSval=677581159 TSecr=850409072"
"821","111.023568","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=34034 Ack=6958 Win=45056 Len=1238 TSval=677581232 TSecr=850409072 [TCP segment of a reassembled PDU]"
"822","111.023574","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"823","111.023576","192.30.255.112","10.1.18.23","TLSv1.2","1117","Application Data"
"824","111.023607","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=36484 Ack=6958 Win=45056 Len=1238 TSval=677581232 TSecr=850409072 [TCP segment of a reassembled PDU]"
"825","111.023608","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"826","111.023610","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=37883 Ack=6958 Win=45056 Len=1238 TSval=677581232 TSecr=850409072 [TCP segment of a reassembled PDU]"
"827","111.023652","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=6958 Ack=35433 Win=129664 Len=0 TSval=850409487 TSecr=677581232"
"828","111.023652","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=6958 Ack=36484 Win=128608 Len=0 TSval=850409487 TSecr=677581232"
"829","111.023699","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=6958 Ack=37883 Win=127200 Len=0 TSval=850409487 TSecr=677581232"
"830","111.023766","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"831","111.023770","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=39282 Ack=6958 Win=45056 Len=1238 TSval=677581232 TSecr=850409072 [TCP segment of a reassembled PDU]"
"832","111.023772","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"833","111.023787","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=6958 Ack=39121 Win=131072 Len=0 TSval=850409487 TSecr=677581232"
"834","111.023832","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=6958 Ack=39282 Win=130880 Len=0 TSval=850409487 TSecr=677581232"
"835","111.023832","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=6958 Ack=41758 Win=128416 Len=0 TSval=850409487 TSecr=677581232"
"836","111.023901","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"837","111.023904","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"838","111.023905","192.30.255.112","10.1.18.23","TLSv1.2","930","Application Data, Application Data"
"839","111.023933","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=6958 Ack=44234 Win=125952 Len=0 TSval=850409487 TSecr=677581232"
"840","111.023934","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=6958 Ack=45098 Win=125088 Len=0 TSval=850409487 TSecr=677581232"
"841","111.025615","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=6958 Ack=45098 Win=131072 Len=0 TSval=850409488 TSecr=677581232"
"842","111.042059","10.1.18.23","52.200.15.226","TCP","1304","49720  >  443 [ACK] Seq=3864 Ack=1390 Win=131072 Len=1238 TSval=850409504 TSecr=120648157 [TCP segment of a reassembled PDU]"
"843","111.042060","10.1.18.23","52.200.15.226","TLSv1.2","522","Application Data"
"844","111.043382","10.1.18.23","192.30.255.112","TLSv1.2","1210","Application Data"
"845","111.065186","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=45098 Ack=8102 Win=47104 Len=0 TSval=677581268 TSecr=850409505"
"846","111.092142","10.1.18.23","216.58.194.174","TLSv1.2","128","Application Data"
"847","111.092213","10.1.18.23","216.58.194.174","TLSv1.2","391","Application Data"
"848","111.092222","10.1.18.23","192.30.255.117","TLSv1.2","536","Application Data"
"849","111.092495","10.1.18.23","192.30.255.117","TLSv1.2","233","Application Data"
"850","111.096407","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=471 Ack=919 Win=208 Len=0 TSval=1525850612 TSecr=850409552"
"851","111.096802","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=471 Ack=1244 Win=212 Len=0 TSval=1525850612 TSecr=850409552"
"852","111.114520","192.30.255.117","10.1.18.23","TCP","66","443  >  49721 [ACK] Seq=1901 Ack=2273 Win=35840 Len=0 TSval=407391474 TSecr=850409552"
"853","111.114527","192.30.255.117","10.1.18.23","TCP","66","443  >  49721 [ACK] Seq=1901 Ack=2440 Win=36864 Len=0 TSval=407391474 TSecr=850409552"
"854","111.116424","216.58.194.174","10.1.18.23","TLSv1.2","144","Application Data"
"855","111.116429","216.58.194.174","10.1.18.23","TLSv1.2","177","Application Data, Application Data"
"856","111.116430","216.58.194.174","10.1.18.23","TLSv1.2","112","Application Data"
"857","111.116513","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=1244 Ack=549 Win=4093 Len=0 TSval=850409574 TSecr=1525850632"
"858","111.116513","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=1244 Ack=660 Win=4090 Len=0 TSval=850409574 TSecr=1525850632"
"859","111.116513","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=1244 Ack=706 Win=4088 Len=0 TSval=850409574 TSecr=1525850632"
"860","111.117599","10.1.18.23","216.58.194.174","TLSv1.2","112","Application Data"
"861","111.118403","52.200.15.226","10.1.18.23","TCP","66","443  >  49720 [ACK] Seq=1390 Ack=5558 Win=45056 Len=0 TSval=120659617 TSecr=850409504"
"862","111.129247","52.200.15.226","10.1.18.23","TLSv1.2","688","Application Data"
"863","111.129324","10.1.18.23","52.200.15.226","TCP","66","49720  >  443 [ACK] Seq=5558 Ack=2012 Win=130432 Len=0 TSval=850409586 TSecr=120659620"
"864","111.161420","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=706 Ack=1290 Win=212 Len=0 TSval=1525850637 TSecr=850409575"
"865","111.194066","192.30.255.117","10.1.18.23","TLSv1.2","938","Application Data"
"866","111.194125","10.1.18.23","192.30.255.117","TCP","66","49721  >  443 [ACK] Seq=2440 Ack=2773 Win=130176 Len=0 TSval=850409649 TSecr=407391494"
"867","111.231086","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=45098 Ack=8102 Win=47104 Len=1238 TSval=677581309 TSecr=850409505 [TCP segment of a reassembled PDU]"
"868","111.231090","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"869","111.231091","192.30.255.112","10.1.18.23","TLSv1.2","995","Application Data"
"870","111.231092","192.30.255.112","10.1.18.23","TLSv1.2","748","Application Data"
"871","111.231155","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=8102 Ack=46497 Win=129664 Len=0 TSval=850409686 TSecr=677581309"
"872","111.231156","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=8102 Ack=47426 Win=128736 Len=0 TSval=850409686 TSecr=677581309"
"873","111.231156","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=8102 Ack=48108 Win=128032 Len=0 TSval=850409686 TSecr=677581309"
"874","111.231227","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=8102 Ack=48108 Win=131072 Len=0 TSval=850409686 TSecr=677581309"
"875","117.320480","10.1.18.23","192.30.255.112","TLSv1.2","97","Encrypted Alert"
"876","117.322176","10.1.18.23","23.53.114.88","TLSv1.2","97","Encrypted Alert"
"877","117.322177","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [FIN, ACK] Seq=10817 Ack=5075 Win=131072 Len=0 TSval=850415770 TSecr=1176712417"
"878","117.322177","10.1.18.23","192.30.255.112","TCP","66","49719  >  443 [FIN, ACK] Seq=1631 Ack=3293 Win=131072 Len=0 TSval=850415770 TSecr=677569405"
"879","117.326612","23.53.114.88","10.1.18.23","TCP","66","[TCP Previous segment not captured] 443  >  49714 [FIN, ACK] Seq=5106 Ack=10817 Win=56896 Len=0 TSval=1176748168 TSecr=850415769"
"880","117.326617","23.53.114.88","10.1.18.23","TCP","97","[TCP Out-Of-Order] 443  >  49714 [PSH, ACK] Seq=5075 Ack=10817 Win=56896 Len=31 TSval=1176748168 TSecr=850415769"
"881","117.326618","23.53.114.88","10.1.18.23","TCP","66","443  >  49714 [ACK] Seq=5107 Ack=10818 Win=56896 Len=0 TSval=1176748168 TSecr=850415770"
"882","117.326729","10.1.18.23","23.53.114.88","TCP","78","[TCP Retransmission] 49714  >  443 [FIN, ACK] Seq=10817 Ack=5075 Win=131072 Len=0 TSval=850415775 TSecr=1176712417 SLE=5106 SRE=5107"
"883","117.326730","10.1.18.23","23.53.114.88","TCP","54","49714  >  443 [RST] Seq=10817 Win=0 Len=0"
"884","117.326808","10.1.18.23","23.53.114.88","TCP","54","49714  >  443 [RST] Seq=10818 Win=0 Len=0"
"885","117.330908","23.53.114.88","10.1.18.23","TCP","78","[TCP Dup ACK 881#1] 443  >  49714 [ACK] Seq=5107 Ack=10818 Win=56896 Len=0 TSval=1176748173 TSecr=850415775 SLE=10817 SRE=10818"
"886","117.330976","10.1.18.23","23.53.114.88","TCP","54","49714  >  443 [RST] Seq=10818 Win=0 Len=0"
"887","117.332805","23.53.114.88","10.1.18.23","TCP","97","[TCP Retransmission] 443  >  49714 [PSH, ACK] Seq=5075 Ack=10818 Win=56896 Len=31 TSval=1176748175 TSecr=850415775"
"888","117.332877","10.1.18.23","23.53.114.88","TCP","54","49714  >  443 [RST] Seq=10818 Win=0 Len=0"
"889","117.344047","192.30.255.112","10.1.18.23","TCP","66","443  >  49719 [ACK] Seq=3293 Ack=1631 Win=32768 Len=0 TSval=677582837 TSecr=850415769"
"890","117.344054","192.30.255.112","10.1.18.23","TLSv1.2","97","Encrypted Alert"
"891","117.344055","192.30.255.112","10.1.18.23","TCP","66","443  >  49719 [FIN, ACK] Seq=3324 Ack=1631 Win=32768 Len=0 TSval=677582837 TSecr=850415769"
"892","117.344189","10.1.18.23","192.30.255.112","TCP","54","49719  >  443 [RST] Seq=1631 Win=0 Len=0"
"893","117.344190","10.1.18.23","192.30.255.112","TCP","54","49719  >  443 [RST] Seq=1631 Win=0 Len=0"
"894","117.344393","192.30.255.112","10.1.18.23","TCP","66","443  >  49719 [ACK] Seq=3325 Ack=1632 Win=32768 Len=0 TSval=677582837 TSecr=850415770"
"895","117.344464","10.1.18.23","192.30.255.112","TCP","54","49719  >  443 [RST] Seq=1632 Win=0 Len=0"
"896","117.576569","23.53.114.88","10.1.18.23","TCP","97","[TCP Retransmission] 443  >  49714 [PSH, ACK] Seq=5075 Ack=10818 Win=56896 Len=31 TSval=1176748380 TSecr=850415775"
"897","117.576633","10.1.18.23","23.53.114.88","TCP","54","49714  >  443 [RST] Seq=10818 Win=0 Len=0"
"898","117.986734","23.53.114.88","10.1.18.23","TCP","97","[TCP Retransmission] 443  >  49714 [PSH, ACK] Seq=5075 Ack=10818 Win=56896 Len=31 TSval=1176748791 TSecr=850415775"
"899","117.986791","10.1.18.23","23.53.114.88","TCP","54","49714  >  443 [RST] Seq=10818 Win=0 Len=0"
"900","120.339953","Cisco_67:04:80","Broadcast","ARP","60","Gratuitous ARP for 0.0.0.0 (Reply)"
"901","125.461408","192.30.253.125","10.1.18.23","TLSv1.2","97","Application Data"
"902","125.461491","10.1.18.23","192.30.253.125","TCP","66","49485  >  443 [ACK] Seq=71 Ack=94 Win=4095 Len=0 TSval=850423903 TSecr=2008943292"
"903","125.462438","10.1.18.23","192.30.253.125","TLSv1.2","101","Application Data"
"904","125.539885","192.30.253.125","10.1.18.23","TCP","66","443  >  49485 [ACK] Seq=94 Ack=106 Win=31 Len=0 TSval=2008943326 TSecr=850423903"
"905","129.045255","192.30.253.124","10.1.18.23","TLSv1.2","97","Application Data"
"906","129.045261","192.30.253.124","10.1.18.23","TLSv1.2","97","Application Data"
"907","129.045338","10.1.18.23","192.30.253.124","TCP","66","49281  >  443 [ACK] Seq=71 Ack=94 Win=4095 Len=0 TSval=850427480 TSecr=2008944182"
"908","129.045339","10.1.18.23","192.30.253.124","TCP","66","49271  >  443 [ACK] Seq=71 Ack=94 Win=4095 Len=0 TSval=850427480 TSecr=2008944183"
"909","129.046043","10.1.18.23","192.30.253.124","TLSv1.2","101","Application Data"
"910","129.046408","10.1.18.23","192.30.253.124","TLSv1.2","101","Application Data"
"911","129.123348","192.30.253.124","10.1.18.23","TCP","66","443  >  49271 [ACK] Seq=94 Ack=106 Win=31 Len=0 TSval=2008944222 TSecr=850427480"
"912","129.124021","192.30.253.124","10.1.18.23","TCP","66","443  >  49281 [ACK] Seq=94 Ack=106 Win=31 Len=0 TSval=2008944222 TSecr=850427481"
"913","129.156121","10.1.18.23","192.30.255.112","TLSv1.2","1283","Application Data"
"914","129.177861","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=48108 Ack=9319 Win=50176 Len=0 TSval=677585796 TSecr=850427589"
"915","129.660098","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=48108 Ack=9319 Win=50176 Len=1238 TSval=677585898 TSecr=850427589 [TCP segment of a reassembled PDU]"
"916","129.660103","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"917","129.660104","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data"
"918","129.660105","192.30.255.112","10.1.18.23","TLSv1.2","153","Application Data"
"919","129.660106","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=50832 Ack=9319 Win=50176 Len=1238 TSval=677585898 TSecr=850427589 [TCP segment of a reassembled PDU]"
"920","129.660110","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"921","129.660111","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=52231 Ack=9319 Win=50176 Len=1238 TSval=677585898 TSecr=850427589 [TCP segment of a reassembled PDU]"
"922","129.660112","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"923","129.660114","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"924","129.660158","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"925","129.660159","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"926","129.660161","192.30.255.112","10.1.18.23","TLSv1.2","871","Application Data"
"927","129.660205","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=49507 Win=129664 Len=0 TSval=850428090 TSecr=677585898"
"928","129.660205","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=50832 Win=128320 Len=0 TSval=850428090 TSecr=677585898"
"929","129.660292","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=52231 Win=126944 Len=0 TSval=850428090 TSecr=677585898"
"930","129.660293","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=54707 Win=124448 Len=0 TSval=850428090 TSecr=677585898"
"931","129.660293","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=57183 Win=121984 Len=0 TSval=850428090 TSecr=677585898"
"932","129.660293","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=59226 Win=119936 Len=0 TSval=850428090 TSecr=677585898"
"933","129.660294","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=9319 Ack=59226 Win=129024 Len=0 TSval=850428090 TSecr=677585898"
"934","129.660436","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=59226 Ack=9319 Win=50176 Len=1238 TSval=677585898 TSecr=850427589 [TCP segment of a reassembled PDU]"
"935","129.660443","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"936","129.660444","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"937","129.660508","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=61702 Win=128576 Len=0 TSval=850428090 TSecr=677585898"
"938","129.660677","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"939","129.660683","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"940","129.660684","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"941","129.660727","192.30.255.112","10.1.18.23","TLSv1.2","984","Application Data"
"942","129.660731","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=67572 Ack=9319 Win=50176 Len=1238 TSval=677585898 TSecr=850427589 [TCP segment of a reassembled PDU]"
"943","129.660733","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"944","129.660756","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=64178 Win=126112 Len=0 TSval=850428090 TSecr=677585898"
"945","129.660757","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=66654 Win=123616 Len=0 TSval=850428090 TSecr=677585898"
"946","129.660757","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=67572 Win=122720 Len=0 TSval=850428090 TSecr=677585898"
"947","129.660785","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=70048 Win=120224 Len=0 TSval=850428090 TSecr=677585898"
"948","129.660903","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"949","129.660908","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"950","129.660909","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"951","129.661006","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"952","129.661009","192.30.255.112","10.1.18.23","TLSv1.2","1032","Application Data"
"953","129.661028","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=72524 Win=117760 Len=0 TSval=850428090 TSecr=677585898"
"954","129.661045","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=75000 Win=115296 Len=0 TSval=850428090 TSecr=677585898"
"955","129.661052","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=75966 Win=114304 Len=0 TSval=850428090 TSecr=677585898"
"956","129.663472","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=9319 Ack=75966 Win=131072 Len=0 TSval=850428093 TSecr=677585898"
"957","129.683121","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=75966 Ack=9319 Win=50176 Len=1238 TSval=677585922 TSecr=850428090 [TCP segment of a reassembled PDU]"
"958","129.683126","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data, Application Data"
"959","129.683127","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"960","129.683161","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"961","129.683163","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"962","129.683164","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"963","129.683245","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=78442 Win=128576 Len=0 TSval=850428112 TSecr=677585922"
"964","129.683245","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=80918 Win=126112 Len=0 TSval=850428112 TSecr=677585922"
"965","129.683246","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=83394 Win=123616 Len=0 TSval=850428112 TSecr=677585922"
"966","129.683372","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"967","129.683377","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"968","129.683378","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=85870 Ack=9319 Win=50176 Len=1238 TSval=677585922 TSecr=850428090 [TCP segment of a reassembled PDU]"
"969","129.683391","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=9319 Ack=83394 Win=131072 Len=0 TSval=850428112 TSecr=677585922"
"970","129.683438","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=85870 Win=128576 Len=0 TSval=850428112 TSecr=677585922"
"971","129.683439","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=9319 Ack=85870 Win=131072 Len=0 TSval=850428112 TSecr=677585922"
"972","129.683550","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"973","129.683555","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"974","129.683557","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"975","129.683601","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=88346 Win=129824 Len=0 TSval=850428112 TSecr=677585922"
"976","129.683601","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=90822 Win=127328 Len=0 TSval=850428112 TSecr=677585922"
"977","129.684422","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=9319 Ack=90822 Win=131072 Len=0 TSval=850428113 TSecr=677585922"
"978","129.684541","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"979","129.684545","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"980","129.684547","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"981","129.684585","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"982","129.684588","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=95774 Ack=9319 Win=50176 Len=1238 TSval=677585922 TSecr=850428090 [TCP segment of a reassembled PDU]"
"983","129.684589","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"984","129.684596","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=93298 Win=128576 Len=0 TSval=850428113 TSecr=677585922"
"985","129.684606","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=95774 Win=126112 Len=0 TSval=850428113 TSecr=677585922"
"986","129.684615","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=98250 Win=123616 Len=0 TSval=850428113 TSecr=677585922"
"987","129.684702","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=9319 Ack=98250 Win=131072 Len=0 TSval=850428113 TSecr=677585922"
"988","129.684918","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"989","129.684922","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"990","129.684923","192.30.255.112","10.1.18.23","TLSv1.2","551","Application Data, Application Data"
"991","129.684959","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=100726 Win=128576 Len=0 TSval=850428113 TSecr=677585922"
"992","129.684960","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=9319 Ack=101211 Win=128096 Len=0 TSval=850428113 TSecr=677585922"
"993","129.685135","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=9319 Ack=101211 Win=131072 Len=0 TSval=850428113 TSecr=677585922"
"994","130.169830","10.1.18.23","52.200.15.226","TCP","1304","49720  >  443 [ACK] Seq=5558 Ack=2012 Win=131072 Len=1238 TSval=850428596 TSecr=120659620 [TCP segment of a reassembled PDU]"
"995","130.169831","10.1.18.23","52.200.15.226","TLSv1.2","558","Application Data"
"996","130.172528","10.1.18.23","192.30.255.112","TLSv1.2","1234","Application Data"
"997","130.194353","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=101211 Ack=10487 Win=52224 Len=0 TSval=677586050 TSecr=850428598"
"998","130.247859","52.200.15.226","10.1.18.23","TCP","66","443  >  49720 [ACK] Seq=2012 Ack=7288 Win=49920 Len=0 TSval=120664400 TSecr=850428596"
"999","130.259107","52.200.15.226","10.1.18.23","TLSv1.2","688","Application Data"
"1000","130.259166","10.1.18.23","52.200.15.226","TCP","66","49720  >  443 [ACK] Seq=7288 Ack=2634 Win=130432 Len=0 TSval=850428682 TSecr=120664403"
"1001","130.280290","10.1.18.23","216.58.194.174","TLSv1.2","128","Application Data"
"1002","130.280363","10.1.18.23","216.58.194.174","TLSv1.2","392","Application Data"
"1003","130.280804","10.1.18.23","192.30.255.117","TLSv1.2","548","Application Data"
"1004","130.281034","10.1.18.23","192.30.255.117","TLSv1.2","246","Application Data"
"1005","130.284359","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=706 Ack=1352 Win=212 Len=0 TSval=1525869801 TSecr=850428703"
"1006","130.284781","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=706 Ack=1678 Win=216 Len=0 TSval=1525869801 TSecr=850428703"
"1007","130.302933","192.30.255.117","10.1.18.23","TCP","66","443  >  49721 [ACK] Seq=2773 Ack=2922 Win=37888 Len=0 TSval=407396271 TSecr=850428703"
"1008","130.302936","216.58.194.174","10.1.18.23","TLSv1.2","144","Application Data"
"1009","130.302937","216.58.194.174","10.1.18.23","TLSv1.2","177","Application Data, Application Data"
"1010","130.302938","192.30.255.117","10.1.18.23","TCP","66","443  >  49721 [ACK] Seq=2773 Ack=3102 Win=38912 Len=0 TSval=407396271 TSecr=850428703"
"1011","130.302939","216.58.194.174","10.1.18.23","TLSv1.2","112","Application Data"
"1012","130.303007","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=1678 Ack=784 Win=4093 Len=0 TSval=850428724 TSecr=1525869819"
"1013","130.303008","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=1678 Ack=895 Win=4090 Len=0 TSval=850428724 TSecr=1525869819"
